LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2MWET
39.25,-88.75,2021,3,11,2.17,4.86,0.29,340.79,43.34,90.38,6.04,0.13,0.66,4.01,10.84
39.25,-88.25,2021,3,11,2.17,4.86,0.29,340.79,43.34,90.38,6.04,0.13,0.66,4.34,11.32
39.25,-87.75,2021,3,11,1.59,4.83,0.21,347.27,32.29,90.35,4.53,0.09,0.48,4.69,11.84
39.75,-90.25,2021,3,11,3.41,5.09,0.45,323.22,64.08,93.57,8.38,0.17,0.88,3.35,7.61
39.75,-89.75,2021,3,11,2.81,5.04,0.38,332.97,54.53,93.82,7.38,0.16,0.79,3.55,8.29
39.75,-89.25,2021,3,11,2.81,5.04,0.38,332.97,54.53,93.82,7.38,0.16,0.79,3.8,8.94
39.75,-88.75,2021,3,11,2.17,4.86,0.29,340.79,43.34,90.38,6.04,0.13,0.66,4.1,9.56
39.75,-88.25,2021,3,11,2.17,4.86,0.29,340.79,43.34,90.38,6.04,0.13,0.66,4.38,10.09
39.75,-87.75,2021,3,11,1.59,4.83,0.21,347.27,32.29,90.35,4.53,0.09,0.48,4.6,10.69
40.25,-90.25,2021,3,11,5.45,5.5,0.74,279.35,98.96,100.15,12.23,0.23,1.16,3.56,6.3
40.25,-89.75,2021,3,11,5.13,5.44,0.7,290.08,94.32,100.11,11.84,0.23,1.12,3.76,7.02
40.25,-89.25,2021,3,11,5.13,5.44,0.7,290.08,94.32,100.11,11.84,0.23,1.12,4.0,7.67
40.25,-88.75,2021,3,11,4.44,5.27,0.6,302.59,82.07,97.17,10.43,0.2,0.99,4.32,8.34
40.25,-88.25,2021,3,11,4.44,5.27,0.6,302.59,82.07,97.17,10.43,0.2,0.99,4.55,9.05
40.25,-87.75,2021,3,11,3.42,5.2,0.46,316.61,64.69,97.25,8.53,0.16,0.83,4.72,9.69
40.75,-90.25,2021,3,11,5.45,5.5,0.74,279.35,98.96,100.15,12.23,0.23,1.16,3.69,5.0
40.75,-89.75,2021,3,11,5.13,5.44,0.7,290.08,94.32,100.11,11.84,0.23,1.12,3.9,5.71
40.75,-89.25,2021,3,11,5.13,5.44,0.7,290.08,94.32,100.11,11.84,0.23,1.12,4.15,6.42
40.75,-88.75,2021,3,11,4.44,5.27,0.6,302.59,82.07,97.17,10.43,0.2,0.99,4.51,7.14
40.75,-88.25,2021,3,11,4.44,5.27,0.6,302.59,82.07,97.17,10.43,0.2,0.99,4.7,7.95
40.75,-87.75,2021,3,11,3.42,5.2,0.46,316.61,64.69,97.25,8.53,0.16,0.83,4.86,8.64
41.25,-90.25,2021,3,11,5.07,5.46,0.7,266.67,91.12,97.98,11.41,0.21,1.06,3.88,3.81
41.25,-89.75,2021,3,11,5.24,5.44,0.73,271.68,94.18,97.82,11.68,0.22,1.06,4.08,4.41
41.25,-89.25,2021,3,11,5.24,5.44,0.73,271.68,94.18,97.82,11.68,0.22,1.06,4.32,5.13
41.25,-88.75,2021,3,11,5.25,5.28,0.73,276.94,94.02,94.84,11.53,0.21,1.02,4.62,5.87
41.25,-88.25,2021,3,11,5.25,5.28,0.73,276.94,94.02,94.84,11.53,0.21,1.02,4.84,6.72
41.25,-87.75,2021,3,11,5.08,5.21,0.7,285.82,92.05,94.7,11.36,0.2,1.0,5.02,7.38
41.75,-90.25,2021,3,11,5.07,5.46,0.7,266.67,91.12,97.98,11.41,0.21,1.06,4.19,2.81
41.75,-89.75,2021,3,11,5.24,5.44,0.73,271.68,94.18,97.82,11.68,0.22,1.06,4.35,3.27
41.75,-89.25,2021,3,11,5.24,5.44,0.73,271.68,94.18,97.82,11.68,0.22,1.06,4.58,3.82
41.75,-88.75,2021,3,11,5.25,5.28,0.73,276.94,94.02,94.84,11.53,0.21,1.02,4.87,4.49
41.75,-88.25,2021,3,11,5.25,5.28,0.73,276.94,94.02,94.84,11.53,0.21,1.02,5.14,5.31
41.75,-87.75,2021,3,11,5.08,5.21,0.7,285.82,92.05,94.7,11.36,0.2,1.0,5.26,5.65
42.25,-90.25,2021,3,11,3.9,5.42,0.55,274.8,70.42,97.02,9.18,0.17,0.85,4.56,1.83
42.25,-89.75,2021,3,11,4.82,5.41,0.68,264.48,86.62,97.09,10.99,0.2,0.99,4.71,2.2
42.25,-89.25,2021,3,11,4.82,5.41,0.68,264.48,86.62,97.09,10.99,0.2,0.99,4.95,2.7
42.25,-88.75,2021,3,11,5.21,5.39,0.73,263.8,93.02,96.52,11.49,0.2,1.0,5.3,3.3
42.25,-88.25,2021,3,11,5.21,5.39,0.73,263.8,93.02,96.52,11.49,0.2,1.0,5.69,4.12
42.25,-87.75,2021,3,11,5.28,5.31,0.74,274.14,94.36,95.16,11.49,0.2,0.98,5.96,4.32
37.75,-90.25,2021,3,12,2.28,5.11,0.29,337.76,45.17,95.86,6.26,0.15,0.78,1.41,8.62
37.75,-89.75,2021,3,12,2.87,5.11,0.37,338.3,56.22,95.46,7.64,0.19,0.97,2.28,9.05
37.75,-89.25,2021,3,12,2.87,5.11,0.37,338.3,56.22,95.46,7.64,0.19,0.97,2.62,9.34
37.75,-88.75,2021,3,12,3.21,5.16,0.41,340.91,62.45,96.59,8.45,0.2,1.08,2.75,9.49
37.75,-88.25,2021,3,12,3.21,5.16,0.41,340.91,62.45,96.59,8.45,0.2,1.08,2.98,9.72
37.75,-87.75,2021,3,12,2.93,5.16,0.38,343.91,57.3,96.45,7.84,0.2,1.0,2.73,10.03
38.25,-90.25,2021,3,12,2.99,5.41,0.39,318.73,57.73,101.57,7.63,0.17,0.88,1.58,7.81
38.25,-89.75,2021,3,12,3.74,5.44,0.48,317.47,71.09,101.31,9.3,0.21,1.07,2.4,8.07
38.25,-89.25,2021,3,12,3.74,5.44,0.48,317.47,71.09,101.31,9.3,0.21,1.07,2.9,8.23
38.25,-88.75,2021,3,12,4.15,5.44,0.54,317.77,78.32,100.63,10.2,0.23,1.17,3.01,8.3
38.25,-88.25,2021,3,12,4.15,5.44,0.54,317.77,78.32,100.63,10.2,0.23,1.17,2.95,8.51
38.25,-87.75,2021,3,12,4.57,5.46,0.59,318.21,85.12,100.56,10.97,0.24,1.24,2.82,8.77
38.75,-90.25,2021,3,12,2.99,5.41,0.39,318.73,57.73,101.57,7.63,0.17,0.88,2.08,6.67
38.75,-89.75,2021,3,12,3.74,5.44,0.48,317.47,71.09,101.31,9.3,0.21,1.07,2.55,6.82
38.75,-89.25,2021,3,12,3.74,5.44,0.48,317.47,71.09,101.31,9.3,0.21,1.07,2.83,6.96
38.75,-88.75,2021,3,12,4.15,5.44,0.54,317.77,78.32,100.63,10.2,0.23,1.17,2.87,7.05
38.75,-88.25,2021,3,12,4.15,5.44,0.54,317.77,78.32,100.63,10.2,0.23,1.17,2.87,7.24
38.75,-87.75,2021,3,12,4.57,5.46,0.59,318.21,85.12,100.56,10.97,0.24,1.24,2.78,7.48
39.25,-90.25,2021,3,12,2.73,5.45,0.36,301.18,51.78,99.27,6.96,0.15,0.76,2.4,5.38
39.25,-89.75,2021,3,12,3.55,5.47,0.47,297.82,66.05,99.08,8.69,0.19,0.95,2.53,5.56
39.25,-89.25,2021,3,12,3.55,5.47,0.47,297.82,66.05,99.08,8.69,0.19,0.95,2.62,5.72
39.25,-88.75,2021,3,12,3.98,5.46,0.52,295.37,73.32,98.23,9.5,0.2,1.03,2.68,5.84
39.25,-88.25,2021,3,12,3.98,5.46,0.52,295.37,73.32,98.23,9.5,0.2,1.03,2.76,5.91
39.25,-87.75,2021,3,12,4.52,5.48,0.59,293.49,82.01,98.23,10.53,0.23,1.12,2.73,6.1
39.75,-90.25,2021,3,12,2.73,5.45,0.36,301.18,51.78,99.27,6.96,0.15,0.76,2.33,4.11
39.75,-89.75,2021,3,12,3.55,5.47,0.47,297.82,66.05,99.08,8.69,0.19,0.95,2.32,4.32
39.75,-89.25,2021,3,12,3.55,5.47,0.47,297.82,66.05,99.08,8.69,0.19,0.95,2.34,4.49
39.75,-88.75,2021,3,12,3.98,5.46,0.52,295.37,73.32,98.23,9.5,0.2,1.03,2.38,4.61
39.75,-88.25,2021,3,12,3.98,5.46,0.52,295.37,73.32,98.23,9.5,0.2,1.03,2.43,4.65
39.75,-87.75,2021,3,12,4.52,5.48,0.59,293.49,82.01,98.23,10.53,0.23,1.12,2.47,4.75
40.25,-90.25,2021,3,12,3.19,5.51,0.43,279.49,59.29,98.55,7.9,0.16,0.8,2.25,3.16
40.25,-89.75,2021,3,12,3.54,5.53,0.48,278.86,65.3,98.55,8.66,0.17,0.88,2.23,3.39
40.25,-89.25,2021,3,12,3.54,5.53,0.48,278.86,65.3,98.55,8.66,0.17,0.88,2.2,3.49
40.25,-88.75,2021,3,12,3.78,5.5,0.51,275.73,68.56,97.48,8.93,0.18,0.91,2.15,3.5
40.25,-88.25,2021,3,12,3.78,5.5,0.51,275.73,68.56,97.48,8.93,0.18,0.91,2.16,3.63
40.25,-87.75,2021,3,12,4.31,5.5,0.58,273.34,77.53,97.51,9.94,0.2,1.0,2.19,3.63
40.75,-90.25,2021,3,12,3.19,5.51,0.43,279.49,59.29,98.55,7.9,0.16,0.8,2.21,2.47
40.75,-89.75,2021,3,12,3.54,5.53,0.48,278.86,65.3,98.55,8.66,0.17,0.88,2.21,2.68
40.75,-89.25,2021,3,12,3.54,5.53,0.48,278.86,65.3,98.55,8.66,0.17,0.88,2.17,2.8
40.75,-88.75,2021,3,12,3.78,5.5,0.51,275.73,68.56,97.48,8.93,0.18,0.91,2.12,2.8
40.75,-88.25,2021,3,12,3.78,5.5,0.51,275.73,68.56,97.48,8.93,0.18,0.91,2.1,2.93
40.75,-87.75,2021,3,12,4.31,5.5,0.58,273.34,77.53,97.51,9.94,0.2,1.0,2.13,2.79
41.25,-90.25,2021,3,12,4.02,5.43,0.55,264.54,73.39,96.88,9.47,0.18,0.89,2.11,1.88
41.25,-89.75,2021,3,12,4.4,5.44,0.6,261.83,79.21,96.72,10.05,0.19,0.95,2.15,2.02
41.25,-89.25,2021,3,12,4.4,5.44,0.6,261.83,79.21,96.72,10.05,0.19,0.95,2.19,2.16
41.25,-88.75,2021,3,12,4.25,5.39,0.59,264.21,76.43,95.44,9.73,0.18,0.91,2.2,2.24
41.25,-88.25,2021,3,12,4.25,5.39,0.59,264.21,76.43,95.44,9.73,0.18,0.91,2.2,2.32
41.25,-87.75,2021,3,12,4.36,5.39,0.59,264.71,78.12,95.18,9.91,0.19,0.93,2.27,2.1
41.75,-90.25,2021,3,12,4.02,5.43,0.55,264.54,73.39,96.88,9.47,0.18,0.89,2.1,1.31
41.75,-89.75,2021,3,12,4.4,5.44,0.6,261.83,79.21,96.72,10.05,0.19,0.95,2.19,1.35
41.75,-89.25,2021,3,12,4.4,5.44,0.6,261.83,79.21,96.72,10.05,0.19,0.95,2.29,1.35
41.75,-88.75,2021,3,12,4.25,5.39,0.59,264.21,76.43,95.44,9.73,0.18,0.91,2.41,1.38
41.75,-88.25,2021,3,12,4.25,5.39,0.59,264.21,76.43,95.44,9.73,0.18,0.91,2.46,1.51
41.75,-87.75,2021,3,12,4.36,5.39,0.59,264.71,78.12,95.18,9.91,0.19,0.93,2.64,1.35
42.25,-90.25,2021,3,12,4.48,5.37,0.62,246.96,80.47,95.48,10.28,0.19,0.91,2.29,0.45
42.25,-89.75,2021,3,12,4.7,5.38,0.66,245.1,83.88,95.43,10.61,0.19,0.94,2.4,0.42
42.25,-89.25,2021,3,12,4.7,5.38,0.66,245.1,83.88,95.43,10.61,0.19,0.94,2.53,0.37
42.25,-88.75,2021,3,12,4.89,5.41,0.68,244.59,87.02,95.84,10.91,0.2,0.96,2.7,0.31
42.25,-88.25,2021,3,12,4.89,5.41,0.68,244.59,87.02,95.84,10.91,0.2,0.96,2.84,0.54
42.25,-87.75,2021,3,12,4.84,5.3,0.67,254.64,85.26,93.29,10.63,0.19,0.94,3.23,0.74
37.75,-90.25,2021,3,13,2.01,5.18,0.26,329.38,41.13,97.44,5.91,0.16,0.8,1.18,7.82
37.75,-89.75,2021,3,13,1.91,5.18,0.24,331.11,39.23,97.38,5.66,0.14,0.75,1.94,7.96
37.75,-89.25,2021,3,13,1.91,5.18,0.24,331.11,39.23,97.38,5.66,0.14,0.75,2.33,7.96
37.75,-88.75,2021,3,13,2.07,5.21,0.27,328.32,41.88,97.23,5.91,0.15,0.79,2.59,7.81
37.75,-88.25,2021,3,13,2.07,5.21,0.27,328.32,41.88,97.23,5.91,0.15,0.79,2.82,7.7
37.75,-87.75,2021,3,13,2.13,5.23,0.27,326.42,42.84,96.88,6.06,0.16,0.81,2.61,7.55
38.25,-90.25,2021,3,13,2.2,5.21,0.28,325.48,44.51,97.41,6.33,0.16,0.84,1.58,7.01
38.25,-89.75,2021,3,13,2.6,5.22,0.34,321.58,51.8,97.01,7.19,0.18,0.93,2.37,6.92
38.25,-89.25,2021,3,13,2.6,5.22,0.34,321.58,51.8,97.01,7.19,0.18,0.93,2.9,6.74
38.25,-88.75,2021,3,13,2.88,5.18,0.37,313.71,55.95,94.85,7.5,0.18,0.93,3.11,6.48
38.25,-88.25,2021,3,13,2.88,5.18,0.37,313.71,55.95,94.85,7.5,0.18,0.93,3.02,6.36
38.25,-87.75,2021,3,13,3.31,5.24,0.43,303.02,62.27,94.45,8.14,0.19,0.99,2.85,6.22
38.75,-90.25,2021,3,13,2.2,5.21,0.28,325.48,44.51,97.41,6.33,0.16,0.84,2.31,6.02
38.75,-89.75,2021,3,13,2.6,5.22,0.34,321.58,51.8,97.01,7.19,0.18,0.93,2.77,5.77
38.75,-89.25,2021,3,13,2.6,5.22,0.34,321.58,51.8,97.01,7.19,0.18,0.93,3.05,5.49
38.75,-88.75,2021,3,13,2.88,5.18,0.37,313.71,55.95,94.85,7.5,0.18,0.93,3.09,5.19
38.75,-88.25,2021,3,13,2.88,5.18,0.37,313.71,55.95,94.85,7.5,0.18,0.93,2.98,5.04
38.75,-87.75,2021,3,13,3.31,5.24,0.43,303.02,62.27,94.45,8.14,0.19,0.99,2.8,4.89
39.25,-90.25,2021,3,13,3.0,5.16,0.39,308.05,58.14,94.84,7.85,0.19,0.97,2.84,4.95
39.25,-89.75,2021,3,13,3.07,5.23,0.41,301.25,58.45,94.08,7.8,0.18,0.95,2.91,4.65
39.25,-89.25,2021,3,13,3.07,5.23,0.41,301.25,58.45,94.08,7.8,0.18,0.95,2.91,4.36
39.25,-88.75,2021,3,13,3.06,5.19,0.4,292.3,57.32,91.99,7.52,0.17,0.88,2.88,4.04
39.25,-88.25,2021,3,13,3.06,5.19,0.4,292.3,57.32,91.99,7.52,0.17,0.88,2.77,3.79
39.25,-87.75,2021,3,13,3.17,5.22,0.41,287.16,58.94,91.89,7.72,0.17,0.89,2.61,3.62
39.75,-90.25,2021,3,13,3.0,5.16,0.39,308.05,58.14,94.84,7.85,0.19,0.97,2.83,4.2
39.75,-89.75,2021,3,13,3.07,5.23,0.41,301.25,58.45,94.08,7.8,0.18,0.95,2.74,3.93
39.75,-89.25,2021,3,13,3.07,5.23,0.41,301.25,58.45,94.08,7.8,0.18,0.95,2.66,3.61
39.75,-88.75,2021,3,13,3.06,5.19,0.4,292.3,57.32,91.99,7.52,0.17,0.88,2.6,3.22
39.75,-88.25,2021,3,13,3.06,5.19,0.4,292.3,57.32,91.99,7.52,0.17,0.88,2.43,2.88
39.75,-87.75,2021,3,13,3.17,5.22,0.41,287.16,58.94,91.89,7.72,0.17,0.89,2.3,2.63
40.25,-90.25,2021,3,13,3.82,5.52,0.51,290.86,70.82,99.62,9.33,0.2,1.06,2.57,4.09
40.25,-89.75,2021,3,13,4.12,5.55,0.55,284.01,75.55,99.59,9.93,0.22,1.12,2.44,3.87
40.25,-89.25,2021,3,13,4.12,5.55,0.55,284.01,75.55,99.59,9.93,0.22,1.12,2.34,3.46
40.25,-88.75,2021,3,13,4.15,5.57,0.55,275.6,75.33,99.4,9.82,0.21,1.09,2.21,2.89
40.25,-88.25,2021,3,13,4.15,5.57,0.55,275.6,75.33,99.4,9.82,0.21,1.09,2.05,2.55
40.25,-87.75,2021,3,13,4.32,5.6,0.58,268.89,77.28,99.34,10.04,0.21,1.1,1.95,2.19
40.75,-90.25,2021,3,13,3.82,5.52,0.51,290.86,70.82,99.62,9.33,0.2,1.06,2.21,3.83
40.75,-89.75,2021,3,13,4.12,5.55,0.55,284.01,75.55,99.59,9.93,0.22,1.12,2.02,3.62
40.75,-89.25,2021,3,13,4.12,5.55,0.55,284.01,75.55,99.59,9.93,0.22,1.12,1.84,3.25
40.75,-88.75,2021,3,13,4.15,5.57,0.55,275.6,75.33,99.4,9.82,0.21,1.09,1.66,2.71
40.75,-88.25,2021,3,13,4.15,5.57,0.55,275.6,75.33,99.4,9.82,0.21,1.09,1.59,2.36
40.75,-87.75,2021,3,13,4.32,5.6,0.58,268.89,77.28,99.34,10.04,0.21,1.1,1.58,1.87
41.25,-90.25,2021,3,13,5.0,5.5,0.68,267.97,88.66,97.49,11.13,0.23,1.17,1.77,3.08
41.25,-89.75,2021,3,13,5.15,5.52,0.7,261.5,90.67,97.26,11.23,0.23,1.15,1.54,2.88
41.25,-89.25,2021,3,13,5.15,5.52,0.7,261.5,90.67,97.26,11.23,0.23,1.15,1.35,2.67
41.25,-88.75,2021,3,13,5.25,5.52,0.71,256.88,92.0,97.04,11.3,0.23,1.14,1.26,2.41
41.25,-88.25,2021,3,13,5.25,5.52,0.71,256.88,92.0,97.04,11.3,0.23,1.14,1.3,2.11
41.25,-87.75,2021,3,13,5.3,5.52,0.72,256.98,92.84,96.98,11.4,0.23,1.13,1.4,1.61
41.75,-90.25,2021,3,13,5.0,5.5,0.68,267.97,88.66,97.49,11.13,0.23,1.17,1.44,2.5
41.75,-89.75,2021,3,13,5.15,5.52,0.7,261.5,90.67,97.26,11.23,0.23,1.15,1.34,2.39
41.75,-89.25,2021,3,13,5.15,5.52,0.7,261.5,90.67,97.26,11.23,0.23,1.15,1.32,2.25
41.75,-88.75,2021,3,13,5.25,5.52,0.71,256.88,92.0,97.04,11.3,0.23,1.14,1.36,2.15
41.75,-88.25,2021,3,13,5.25,5.52,0.71,256.88,92.0,97.04,11.3,0.23,1.14,1.44,2.09
41.75,-87.75,2021,3,13,5.3,5.52,0.72,256.98,92.84,96.98,11.4,0.23,1.13,1.61,1.65
42.25,-90.25,2021,3,13,5.11,5.46,0.7,249.68,89.61,95.75,11.14,0.21,1.06,1.48,2.09
42.25,-89.75,2021,3,13,5.1,5.44,0.7,247.55,89.6,95.64,11.11,0.21,1.05,1.54,2.01
42.25,-89.25,2021,3,13,5.1,5.44,0.7,247.55,89.6,95.64,11.11,0.21,1.05,1.64,1.9
42.25,-88.75,2021,3,13,5.1,5.42,0.7,246.88,89.68,95.43,11.09,0.21,1.05,1.72,1.8
42.25,-88.25,2021,3,13,5.1,5.42,0.7,246.88,89.68,95.43,11.09,0.21,1.05,1.85,2.01
42.25,-87.75,2021,3,13,4.91,5.16,0.68,257.69,85.23,89.88,10.43,0.2,0.98,2.14,1.74
37.75,-90.25,2021,3,14,1.49,4.86,0.19,334.73,30.46,88.89,4.24,0.11,0.55,2.11,7.28
37.75,-89.75,2021,3,14,1.31,4.85,0.16,333.52,26.98,88.27,3.8,0.09,0.48,3.4,7.35
37.75,-89.25,2021,3,14,1.31,4.85,0.16,333.52,26.98,88.27,3.8,0.09,0.48,3.89,7.33
37.75,-88.75,2021,3,14,1.56,5.03,0.2,331.56,31.86,92.31,4.5,0.11,0.58,4.16,7.18
37.75,-88.25,2021,3,14,1.56,5.03,0.2,331.56,31.86,92.31,4.5,0.11,0.58,4.33,7.06
37.75,-87.75,2021,3,14,1.49,5.06,0.19,328.02,30.17,92.22,4.25,0.1,0.55,3.9,6.88
38.25,-90.25,2021,3,14,1.09,4.8,0.14,328.27,22.59,87.46,3.21,0.08,0.39,2.91,6.87
38.25,-89.75,2021,3,14,1.18,4.81,0.15,325.59,24.1,87.2,3.41,0.08,0.41,4.18,6.84
38.25,-89.25,2021,3,14,1.18,4.81,0.15,325.59,24.1,87.2,3.41,0.08,0.41,4.77,6.68
38.25,-88.75,2021,3,14,1.31,4.72,0.16,321.51,26.48,84.87,3.69,0.09,0.45,4.76,6.42
38.25,-88.25,2021,3,14,1.31,4.72,0.16,321.51,26.48,84.87,3.69,0.09,0.45,4.29,6.29
38.25,-87.75,2021,3,14,1.27,4.74,0.16,319.03,25.88,84.89,3.59,0.09,0.45,3.85,6.1
38.75,-90.25,2021,3,14,1.09,4.8,0.14,328.27,22.59,87.46,3.21,0.08,0.39,4.09,6.51
38.75,-89.75,2021,3,14,1.18,4.81,0.15,325.59,24.1,87.2,3.41,0.08,0.41,4.67,6.36
38.75,-89.25,2021,3,14,1.18,4.81,0.15,325.59,24.1,87.2,3.41,0.08,0.41,4.72,6.15
38.75,-88.75,2021,3,14,1.31,4.72,0.16,321.51,26.48,84.87,3.69,0.09,0.45,4.33,5.9
38.75,-88.25,2021,3,14,1.31,4.72,0.16,321.51,26.48,84.87,3.69,0.09,0.45,3.77,5.79
38.75,-87.75,2021,3,14,1.27,4.74,0.16,319.03,25.88,84.89,3.59,0.09,0.45,3.29,5.63
39.25,-90.25,2021,3,14,1.07,4.74,0.14,321.66,21.95,85.88,3.12,0.07,0.37,4.95,5.82
39.25,-89.75,2021,3,14,1.15,4.75,0.15,315.66,23.48,85.7,3.3,0.08,0.39,4.81,5.64
39.25,-89.25,2021,3,14,1.15,4.75,0.15,315.66,23.48,85.7,3.3,0.08,0.39,4.41,5.47
39.25,-88.75,2021,3,14,1.19,4.66,0.16,311.52,23.96,83.23,3.35,0.08,0.39,3.93,5.26
39.25,-88.25,2021,3,14,1.19,4.66,0.16,311.52,23.96,83.23,3.35,0.08,0.39,3.5,5.11
39.25,-87.75,2021,3,14,1.17,4.68,0.15,307.94,23.74,83.1,3.32,0.08,0.38,3.12,4.99
39.75,-90.25,2021,3,14,1.07,4.74,0.14,321.66,21.95,85.88,3.12,0.07,0.37,5.07,4.9
39.75,-89.75,2021,3,14,1.15,4.75,0.15,315.66,23.48,85.7,3.3,0.08,0.39,4.73,4.72
39.75,-89.25,2021,3,14,1.15,4.75,0.15,315.66,23.48,85.7,3.3,0.08,0.39,4.31,4.53
39.75,-88.75,2021,3,14,1.19,4.66,0.16,311.52,23.96,83.23,3.35,0.08,0.39,3.95,4.31
39.75,-88.25,2021,3,14,1.19,4.66,0.16,311.52,23.96,83.23,3.35,0.08,0.39,3.58,4.19
39.75,-87.75,2021,3,14,1.17,4.68,0.15,307.94,23.74,83.1,3.32,0.08,0.38,3.3,4.1
40.25,-90.25,2021,3,14,1.06,4.87,0.14,314.03,21.83,88.7,3.15,0.06,0.34,4.96,4.0
40.25,-89.75,2021,3,14,1.3,4.88,0.17,310.32,26.6,88.31,3.83,0.08,0.41,4.74,3.8
40.25,-89.25,2021,3,14,1.3,4.88,0.17,310.32,26.6,88.31,3.83,0.08,0.41,4.48,3.53
40.25,-88.75,2021,3,14,1.62,5.26,0.21,304.55,32.38,96.59,4.68,0.1,0.54,4.24,3.28
40.25,-88.25,2021,3,14,1.62,5.26,0.21,304.55,32.38,96.59,4.68,0.1,0.54,3.89,3.35
40.25,-87.75,2021,3,14,2.12,5.3,0.28,300.35,41.22,96.36,5.78,0.13,0.67,3.69,3.33
40.75,-90.25,2021,3,14,1.06,4.87,0.14,314.03,21.83,88.7,3.15,0.06,0.34,4.99,3.02
40.75,-89.75,2021,3,14,1.3,4.88,0.17,310.32,26.6,88.31,3.83,0.08,0.41,4.88,2.8
40.75,-89.25,2021,3,14,1.3,4.88,0.17,310.32,26.6,88.31,3.83,0.08,0.41,4.75,2.58
40.75,-88.75,2021,3,14,1.62,5.26,0.21,304.55,32.38,96.59,4.68,0.1,0.54,4.6,2.4
40.75,-88.25,2021,3,14,1.62,5.26,0.21,304.55,32.38,96.59,4.68,0.1,0.54,4.37,2.52
40.75,-87.75,2021,3,14,2.12,5.3,0.28,300.35,41.22,96.36,5.78,0.13,0.67,4.25,2.51
41.25,-90.25,2021,3,14,1.72,4.82,0.23,305.52,34.46,86.71,4.74,0.09,0.48,5.07,1.96
41.25,-89.75,2021,3,14,2.28,4.85,0.3,298.51,43.9,86.05,5.88,0.12,0.61,5.04,1.76
41.25,-89.25,2021,3,14,2.28,4.85,0.3,298.51,43.9,86.05,5.88,0.12,0.61,5.04,1.62
41.25,-88.75,2021,3,14,3.05,5.27,0.41,287.23,57.12,94.48,7.7,0.16,0.8,5.02,1.52
41.25,-88.25,2021,3,14,3.05,5.27,0.41,287.23,57.12,94.48,7.7,0.16,0.8,4.94,1.58
41.25,-87.75,2021,3,14,3.32,5.29,0.45,281.66,61.05,93.74,8.2,0.16,0.84,4.83,1.61
41.75,-90.25,2021,3,14,1.72,4.82,0.23,305.52,34.46,86.71,4.74,0.09,0.48,5.14,1.13
41.75,-89.75,2021,3,14,2.28,4.85,0.3,298.51,43.9,86.05,5.88,0.12,0.61,5.19,0.9
41.75,-89.25,2021,3,14,2.28,4.85,0.3,298.51,43.9,86.05,5.88,0.12,0.61,5.28,0.68
41.75,-88.75,2021,3,14,3.05,5.27,0.41,287.23,57.12,94.48,7.7,0.16,0.8,5.38,0.56
41.75,-88.25,2021,3,14,3.05,5.27,0.41,287.23,57.12,94.48,7.7,0.16,0.8,5.4,0.76
41.75,-87.75,2021,3,14,3.32,5.29,0.45,281.66,61.05,93.74,8.2,0.16,0.84,5.52,1.1
42.25,-90.25,2021,3,14,2.52,5.46,0.34,279.51,48.84,99.05,6.91,0.14,0.7,5.18,0.31
42.25,-89.75,2021,3,14,3.51,5.53,0.48,265.73,65.4,99.1,8.8,0.17,0.87,5.25,0.06
42.25,-89.25,2021,3,14,3.51,5.53,0.48,265.73,65.4,99.1,8.8,0.17,0.87,5.32,-0.16
42.25,-88.75,2021,3,14,3.96,5.62,0.54,257.66,72.91,100.27,9.77,0.19,0.93,5.45,-0.34
42.25,-88.25,2021,3,14,3.96,5.62,0.54,257.66,72.91,100.27,9.77,0.19,0.93,5.64,0.05
42.25,-87.75,2021,3,14,4.2,5.59,0.58,265.85,75.83,98.84,10.02,0.18,0.91,6.3,0.85
37.75,-90.25,2021,3,15,4.09,5.68,0.51,320.4,75.48,103.28,9.78,0.22,1.13,1.32,9.79
37.75,-89.75,2021,3,15,3.84,5.63,0.48,329.11,71.94,103.23,9.41,0.21,1.09,2.24,9.95
37.75,-89.25,2021,3,15,3.84,5.63,0.48,329.11,71.94,103.23,9.41,0.21,1.09,2.82,10.01
37.75,-88.75,2021,3,15,3.34,5.38,0.41,336.68,64.16,99.46,8.59,0.2,1.02,3.47,10.02
37.75,-88.25,2021,3,15,3.34,5.38,0.41,336.68,64.16,99.46,8.59,0.2,1.02,4.38,9.86
37.75,-87.75,2021,3,15,2.34,5.32,0.29,339.96,46.87,100.28,6.54,0.16,0.82,4.39,9.7
38.25,-90.25,2021,3,15,2.11,5.25,0.27,338.18,41.09,94.3,5.7,0.12,0.65,1.94,8.93
38.25,-89.75,2021,3,15,1.96,5.24,0.25,341.84,38.58,94.65,5.39,0.12,0.62,2.96,8.73
38.25,-89.25,2021,3,15,1.96,5.24,0.25,341.84,38.58,94.65,5.39,0.12,0.62,3.65,8.47
38.25,-88.75,2021,3,15,2.2,5.24,0.28,341.66,43.47,96.0,6.03,0.14,0.71,4.07,8.25
38.25,-88.25,2021,3,15,2.2,5.24,0.28,341.66,43.47,96.0,6.03,0.14,0.71,4.46,8.13
